IDZC	NLOCALIDAD	
008	LA LEONERA
011	LICANTN
016	PLACILLA
901	INDETERMINADA
003	HUAPI
012	LORA
015	NAICURA
017	QUELMN
901	INDETERMINADA
001	
005	ILOCA
901	INDETERMINADA
999	
001	
001	
002	
003	
005	
008	CERRILLO BASCUN
019	ITAHUE
030	LOS PETRILES
031	MOLINA
034	SAN HILARIO
037	SANTA LUCA DE QUECHEREGUAS
901	INDETERMINADA
019	ITAHUE
033	SAN ANTONIO
036	SAN PEDRO
001	
002	
003	
007	CASABLANCA
017	ENTRE ROS
026	LONTU NORTE
027	LONTU SUR
032	PICHINGAL
901	INDETERMINADA
001	
003	BAJO LOS ROMEROS
006	BUENA UNIN
009	CORCOLN
031	MOLINA
032	PICHINGAL
038	TRES ESQUINAS
901	INDETERMINADA
001	
003	BAJO LOS ROMEROS
004	BUENA F
006	BUENA UNIN
008	CERRILLO BASCUN
010	DOS ESQUINAS
012	EL CNDOR
019	ITAHUE
021	LA SERENA
038	TRES ESQUINAS
901	INDETERMINADA
005	BUENA PAZ
020	LA PALMILLA
022	LA VALDESINA
025	LOMA BLANCA
035	SAN JORGE DE ROMERAL
038	TRES ESQUINAS
901	INDETERMINADA
002	ALUPENHUE
013	EL DURAZNO
016	EL YACAL
030	LOS PETRILES
001	AGUA FRA
018	FUENTE DE AGUA
023	LAS TRANCAS
015	EL RADAL
029	LOS CHACAYES
901	INDETERMINADA
999	
001	
002	
003	EL LLANO
005	EL PLUMERO
006	EL SAUCE
008	LA PALMILLA
012	RAUCO
011	QUILPOCO
013	TRAPICHE
014	TRICAO
901	INDETERMINADA
002	EL CORAZN
009	MAJADILLA
010	PALQUIBUDI
004	EL PARRN
007	HUILQUILEMU
901	INDETERMINADA
999	
001	
002	
017	LONGITUDINAL
023	QUILVO ALTO
024	QUILVO BAJO
026	ROMERAL BAJO-LA QUINTA
027	SAN PABLO
029	TRES ESQUINAS
901	INDETERMINADA
001	BAJADA DE RENGO
004	EL BOLDAL
010	GUAICO
011	GUAICO BAJO
012	GUAICO DOS
013	GUAICO TRES
014	GUAICO UNO
016	LA YESCA
027	SAN PABLO
004	EL BOLDAL
005	EL CALABOZO
007	EL PEUMAL
013	GUAICO TRES
015	LA UNIN
020	LOS MAQUIS
021	LOS QUEES
006	EL FRUTILLAR
008	EL PLANCHN
019	LOS MAITENES
021	LOS QUEES
901	INDETERMINADA
002	BELLAVISTA
007	EL PEUMAL
025	ROMERAL
999	
001	
017	SAGRADA FAMILIA
009	LA ISLA
018	SAMPIERDARENA
022	TRAPICHE
001	
007	LA FORTUNA
009	LA ISLA
012	LO VALDIVIA
001	CERRILLOS
008	LA HIGUERILLA
016	REQUINGUA
021	SANTA ROSA
003	CULENAR
006	HUAQUN
901	INDETERMINADA
005	GUAICUTN
011	LA QUEBRADA
901	INDETERMINADA
001	
004	EL CARRIZAL
010	LA PUNTILLA
023	VILLA PRAT
901	INDETERMINADA
013	LOS QUILLAYES
001	
002	COLN
013	LOS QUILLAYES
014	PETEROA
015	PUNTA DE ROSA
019	SANTA EMILIA
020	SANTA JULIA
999	
001	
002	
005	EL GUANACO
009	EL QUELMN
013	LA AURORA
019	LAS ARBOLEDAS
025	PIEDRA BLANCA
032	SAN RAFAEL
036	SANTA ROSA
901	INDETERMINADA
001	
001	COMALLE
011	HACIENDA TENO
021	LOS ALISOS
025	PIEDRA BLANCA
026	PUNTA DEL MONTE
033	SANTA BERTA
042	VILUCO
001	COMALLE
018	LA VIZCAYA
001	
002	DOMINGO MANSILLA
008	EL MOLINO
017	LA PURSIMA
029	SAN CRISTBAL
031	SAN PEDRO
036	SANTA ROSA
037	SANTA SUSANA
038	TENIENTE CRUZ
041	VENTANA DEL BAJO
043	VILUCO ALTO
003	EL CISNE
008	EL MOLINO
010	EL TREBOLAR
012	HUEMUL
015	LA ESMERALDA
020	LAS LIRAS
023	MONTERILLA
024	MORZA
027	QUINTA
028	RINCN DE SAN CARLOS
030	SAN LEN
034	SANTA LAURA
035	SANTA REBECA
037	SANTA SUSANA
040	VENTANA DEL ALTO
004	EL CULENAR
007	EL MANZANO
014	LA BALLICA
022	LOS QUEES
006	EL HERALDO
012	HUEMUL
016	LA LAGUNA
028	RINCN DE SAN CARLOS
030	SAN LEN
999	
001	ALTO DEL PUERTO
002	AQUELARRE
005	HUIE
010	LAS JUNTAS
014	LOS JUNQUILLOS
018	URACO
019	VICHUQUN
901	INDETERMINADA
001	
005	HUIE
006	LA BARCA
008	LAGO VICHUQUN
011	LIPIMVIDA
901	INDETERMINADA
001	
004	BOYERUCA
008	LAGO VICHUQUN
017	TORCA
020	ZAPALLAR
901	INDETERMINADA
003	BQUIL
007	LA QUIRIGUA
015	RARN
016	TILICURA
001	
002	
001	
002	
003	
001	
002	
003	
004	
005	
003	CAMINO EL ALMENDRO
004	CAMINO EL BOSQUE
017	GUAPI
026	LLANCANAO
047	SAN ANTONIO
001	
002	
003	
004	
015	ENTRADA A PALMILLA
017	GUAPI
025	LINARES
039	PAMPARRAZA
046	SALIDA CUELLAR
901	INDETERMINADA
002	BATUCO BAJO
010	EL EMBOQUE
021	LA HIGUERA
035	MAITENES
038	PALMILLA
001	
002	
003	
004	
005	
006	
007	
008	
016	GUADANTN
025	LINARES
032	LOS LAURELES
043	PUENTE ALTO
051	SANTA TERESA
001	
002	
003	
004	
019	LA BALLICA NORTE
020	LA FLOR
022	LA POSADA
047	SAN ANTONIO
901	INDETERMINADA
002	
005	CAMINO SAN JUAN
009	EL CORTIJO
013	EL REFUGIO
019	LA BALLICA NORTE
022	LA POSADA
025	LINARES
026	LLANCANAO
029	LOS BATROS
042	PRESIDENTE IBEZ
043	PUENTE ALTO
044	QUINTA SANTA HILDA
047	SAN ANTONIO
048	SAN ANTONIO ENCINA
049	SAN BARTOLO
050	SAN VCTOR LAMOS
053	VARA GRUESA
006	CARRIZAL
008	CULMN
011	EL NABO
012	EL PEASCO
018	JUAN AMIGO
027	LLEPO
031	LOS GUALLES
033	LOS MOGOTES
036	MONTE OSCURO
037	MONTECILLO
040	PEJERREY
052	VADO AZUL
055	VEGA DE SALAS
007	CHUPALLAR
014	EMBALSE ANCOA
027	LLEPO
030	LOS BELLOTOS
045	ROBLERA
054	VEGA ANCOA
001	
010	EL EMBOQUE
023	LAS OBRAS
024	LAS TOSCAS
034	MAICA
035	MAITENES
041	PORVENIR
999	
001	
002	
002	CAMINO SAN JOS
004	CARACOLES
005	COLBN
010	HUASO CAMPESINO
013	LAS BRISAS
021	MILLAMALAL
029	RINCN DE PATAGUAS
031	SAN DIONISIO
901	INDETERMINADA
001	
001	BASEZ
019	MANUEL RODRGUEZ
020	MAULE SUR
029	RINCN DE PATAGUAS
038	SANTA ANA DE QUERI
040	SEMILLERO
006	COLBN ALTO
012	LA GUARDIA
016	LOS BOLDOS
024	PEHUENCHE
901	INDETERMINADA
007	EL MELADO
026	RABONES
030	ROBLERA
901	INDETERMINADA
027	RARI
028	RARI ADENTRO
003	CAPILLA PALACIOS
015	LOMAS DE PUTAGN
017	LOS COLIHUES
023	PASO RARI
025	QUINAMVIDA
026	RABONES
027	RARI
032	SAN FRANCISCO DE RARI
001	
022	PANIMVIDA
035	SAN NICOLS
036	SAN RAFAEL
039	SANTA ELENA
901	INDETERMINADA
008	EL PEASCO
009	EL SAUCE
011	LA FLORESTA
013	LAS BRISAS
014	LAS CABRAS
033	SAN JOS
034	SAN JUAN
037	SAN SEBASTIN
901	INDETERMINADA
999	
001	
002	
003	
011	LA CONQUISTA
021	LAS MERCEDES
026	LONGAV SUR
030	LOS CRISTALES
037	PAINE
045	RO LONGAV
057	VILLA LONGAV
010	LA CAA
014	LA GRANJA
033	MESAMVIDA
044	RINCN DE ZIGA
052	SAN RAL
001	BODEGA
007	HUIMEO
032	LOS MARCOS
039	PASO CUAO
051	SAN RAMN
002	CERRILLOS
008	LA AGUADA
035	MIRAFLORES PONIENTE
038	PANAMERICANA
042	RECREO
043	RINCN DE ACHIBUENO
048	SAN GABRIEL
012	LA CUARTA
014	LA GRANJA
015	LA PUNTILLA
022	LAS MOTAS
024	LOMAS DE POLCURA
033	MESAMVIDA
034	MIRAFLORES
038	PANAMERICANA
041	PUNTA DE MONTE
047	SAN ESTEBAN
050	SAN LUIS
901	INDETERMINADA
001	
003	CUENTAS CLARAS
020	LA TERCERA
021	LAS MERCEDES
030	LOS CRISTALES
036	PAIHUN
037	PAINE
004	EL CARMEN
005	EL TRNSITO
013	LA ESPERANZA
016	LA QUINTA
019	LA SEXTA
029	LOS COPIHUES
049	SAN JOS
054	TERCERA MONTAA
006	HUELONCO
056	VEGA DEL MOLINO
009	LA BALSA
023	LOMA DE VSQUEZ
028	LOS CASTILLOS
031	LOS LAURELES
040	POTRERO GRANDE
046	RIQUELME
053	SANTA ELENA
055	VEGA DE LAS CASAS
901	INDETERMINADA
004	EL CARMEN
012	LA CUARTA
017	LA QUINTA NORTE
018	LA QUINTA SUR
019	LA SEXTA
020	LA TERCERA
999	
001	
001	
002	
001	AJIAL
008	CARRETERA PANAMERICANA
029	LA HIGUERA
901	INDETERMINADA
001	
002	
040	LOS CARDOS
060	SAN JUAN
901	INDETERMINADA
001	
002	
024	JOS MIGUEL CARRERA
001	
002	
003	
024	JOS MIGUEL CARRERA
072	VILLA AURORA
005	CAMINO A PARRAL
015	CURIPEUMO
018	EL CINAGO
020	EL SALTO
028	LA GLORIA
032	LA PALMERA
036	LAS PATAGUAS
048	PALMA ROSA
071	VALLE HERMOSO
003	BUEN RETIRO
007	CAMPANACURA
014	CULLUMILLACO
017	EL CAIRO
022	FUERTE VIEJO
052	PERQUILAUQUN UNICAVN
054	QUINCHAMVIDA
062	SAN MIGUEL DE CURIPEUMO
070	UNICAVN
006	CAMPAMENTO CUATRO
019	EL PALACIO
022	FUERTE VIEJO
027	LA FORTUNA
033	LA SELVA
042	LOS CORRALES
045	LUCUMILLA
046	MONTE FLOR
051	PERQUILAUQUN
057	RENAICO
064	SANTA DELIA
067	TALQUITA
068	TITINVILO
069	TORCA
009	CASABLANCA
013	CRUCE CATILLO
035	LAS HORTENSIAS
040	LOS CARDOS
041	LOS CARROS
044	LOS MOLINOS
049	PANTANILLO
053	PORVENIR
055	QUITO
056	REMULCAO
059	SAN CLEMENTE
066	SANTA MNICA
067	TALQUITA
074	VILLA REINA
075	VILLA ROSA
077	YIYAHUE
901	INDETERMINADA
023	ISLA PENCAHUE
002	BAJOS DE HUENUTIL
016	DIGUA
038	LOMAS DE SAN ALBERTO
061	SAN MANUEL
901	INDETERMINADA
010	CATILLO
011	CERRO LOS CASTILLO
016	DIGUA
031	LA ORILLA
034	LAGUNA AMARGO
037	LOMAS DE MACHICURA
043	LOS CUARTELES
056	REMULCAO
058	SAN ALEJO
065	SANTA FILOMENA
901	INDETERMINADA
004	BULLILEO
012	COIRONAL
026	LA BALSA
039	LOS CANELOS
063	SAN PABLO
076	VILLEGAS
901	INDETERMINADA
025	JUNQUILLO
073	VILLA BAVIERA
999	
001	
002	
011	EL HUASO CHILENO
012	EL LUCERO
015	EL PROGRESO
018	LA GRANJA
025	MAITENES
036	SAN ISIDRO
045	SANTA INS
005	CUAO
012	EL LUCERO
013	EL MEMBRILLO
018	LA GRANJA
019	LAS ROSAS
030	PIGUCHN
035	SAN IGNACIO
042	SANTA ADRIANA
046	SANTA TERESA
001	
029	PALERMO
040	SAN NICOLS
041	SAN RAMN
047	SANTO TOMS
051	VISTA ALBA
901	INDETERMINADA
002	BUREO
008	EL ALMENDRO
014	EL PERAL
017	HIGUERILLAS
021	LOS CANELOS
026	MANTUL
041	SAN RAMN
049	TORREN
050	VILLASECA
003	CARDO VERDE
006	CURACURA
007	CURIPEUMO
009	EL BONITO
020	LLANQUIRAY
023	LOS NABOS
027	MELOCOTN
037	SAN JOS ALTO
048	TALHUENES
049	TORREN
001	AJIAL
010	EL CARMEN ORIENTE
022	LOS CUARTELES
031	QUILLAIMO
033	RINCN VALDS
034	ROMERAL
039	SAN MARCOS
043	SANTA CECILIA
044	SANTA DELFINA
001	
013	EL MEMBRILLO
016	FORESTAL COPIHUE
019	LAS ROSAS
024	LOS ROBLES
035	SAN IGNACIO
044	SANTA DELFINA
045	SANTA INS
999	
001	
001	
002	
004	BOBADILLA
901	INDETERMINADA
001	
002	
020	JUNTAS VIEJAS
001	
002	
003	
004	
005	
011	CHANQUIC
046	SAN JAVIER
901	INDETERMINADA
001	
008	CALLE LARGA
013	EL OLIVAR
035	ORILLA DE MAULE-SANTA NATALIA
037	PANGAL
047	SAN MANUEL
049	SANTA CECILIA
050	SANTA NATALIA
901	INDETERMINADA
001	
006	CABRERA
018	FLOR DE MAULE
034	ORILLA DE MAULE
040	PUENTE PANDO
001	
002	
003	
004	BOBADILLA
015	EL PASO
034	ORILLA DE MAULE
901	INDETERMINADA
001	ALQUIHUE
014	EL PARRN
016	EL PEUMAL
053	VAQUERA
001	ALQUIHUE
005	BOTACURA
028	MANANTIAL
030	MELOCURA
038	PICHIVOQUE
045	SAN BALDOMERO
048	SANTA ANA
053	VAQUERA
054	VILLAVICENCIO
901	INDETERMINADA
007	CALIBORO
009	CARRIZAL
029	MARIMAURA
031	MELOZAL
002	ARBOLILLO
007	CALIBORO
023	LA PUNTILLA
026	LOS MAJUELOS
039	PILLAY
041	PURAPEL
019	HUERTA DEL MAULE
032	MINGRE
036	PAN DE AZCAR
043	RANCHILLOS
012	CODELLIMA
022	LA ORILLA DE PURAPEL
024	LA QUEBRADA
041	PURAPEL
042	QUEBRADA HONDA
044	RASTROJOS
003	BARRANCAS
025	LAS CAAS DE MINGRE
032	MINGRE
033	NIRIVILO
051	SANTA ROSA
052	VALLE DE PICHAMN
017	EL VALLE
027	LOS MAQUIS
999	
001	
002	
001	BATUDAHUE
002	CERRILLOS
003	CERTENEJAS
013	GUARACULN
015	LA ARENA
030	RINCN DE LOBOS
901	INDETERMINADA
001	
008	EL DURAZNO
013	GUARACULN
014	GUIONES
015	LA ARENA
004	CHOCOA
012	GUAIPILLO
020	LOMA DE LAS TORTILLAS
021	LONCOMILLA
023	PANGAL
029	REYES
901	INDETERMINADA
001	
008	EL DURAZNO
009	EL SAUCE-CALLE LARGA
010	ESPERANZA
017	LAGUNILLAS
022	MONTE GRANDE
024	PATAGUAS
025	PEUELAS
026	POLVAREDA
027	POTRERO GRANDE
032	SAN MANUEL
901	INDETERMINADA
001	
005	COIBUNGO
010	ESPERANZA
011	ESTACIN VILLA ALEGRE
022	MONTE GRANDE
031	ROSAS OLEA
033	SANTA LUCA
034	SANTA MARINA
006	CUNACO CHICO
016	LA FINCA
018	LAS VIOLETAS
019	LIUCURA
028	PUTAGN
036	VIZNAGA
901	INDETERMINADA
999	
001	
008	COIRONAL
013	GUMERA
030	YERBAS BUENAS
006	CHALLACURA
010	ESPERANZA
013	GUMERA
023	QUILIPN
029	TRES ESQUINAS
001	
002	
001	ABRNQUIL
011	FLOR LILLO
014	LAS CRUCES
018	LOS PQUIOS
022	PUIPUYN
025	SAN JUAN
001	
003	BAJO ESMERALDA
005	CAUPOLICN
009	EL CARMEN
016	LLANO BLANCO
024	RINCN DE ABRNQUIL
027	SANTA ELENA
029	TRES ESQUINAS
001	
002	ARQUN
003	BAJO ESMERALDA
004	CARACOLES
012	FLOR ORIENTE
015	LISONJERA
017	LO CASTILLO
019	MAITENCILLO
027	SANTA ELENA
901	INDETERMINADA
001	
002	ARQUN
019	MAITENCILLO
026	SANTA ANA DE QUERI
028	SEMILLERO
001	
002	
002	ARQUN
020	ORILLA DE MAULE-SANTA NATALIA
021	PEUELAS
999	
001	
001	
002	
003	
001	
001	
001	
002	
003	
001	
001	
002	
001	
002	
003	
004	
005	
001	
001	
002	
003	
004	
001	
001	
001	
001	
001	
002	
003	
004	
005	
006	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
011	
012	
013	
014	
001	
002	
003	
001	
001	
002	
001	
001	
001	
002	
001	
001	
002	
003	
001	
002	
003	
004	
005	
015	PALOMARES
025	VALLE NONGUN
001	
002	
003	
001	
001	
002	
002	AGUA LARGA
901	INDETERMINADA
012	LAS PATAGUAS
020	PUAPA
022	PUENTE SEIS
023	PUENTE TRES
901	INDETERMINADA
001	AGUA DE LA GLORIA
005	CHAIMVIDA
008	CONSTANZA
010	EL DIHUENO
011	EL PINO
016	PASO DE PIEDRA
018	PICHACO
019	POCOLLAY
021	PUENTE CINCO
024	ROBLE VIEJO
901	INDETERMINADA
001	AGUA DE LA GLORIA
004	CAMINO A HUALQUI
013	LAS ULLOAS
014	LOS BATROS
017	PEAJE CHAIMVIDA
001	
002	
003	
004	
005	
025	VALLE NONGUN
999	
001	
002	
001	
002	
003	
004	
005	
001	
002	
003	
004	
005	
001	
002	
003	
004	
001	
001	CALABOZO
004	EL MANZANO
005	EL PATAGUAL
009	PALCO
005	EL PATAGUAL
001	
002	
003	
002	CORCOVADO
010	PLAYA NEGRA
007	ISLA SANTA MARA
011	PUERTO NORTE
012	PUERTO SUR
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
011	
012	
013	
014	
015	
016	
006	ESCUADRN
008	LA POSADA
999	
001	
002	
004	LA CANTERA
001	
001	
002	
003	
004	
005	
006	
001	
002	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
011	
012	
006	VALLE NONGUN
901	INDETERMINADA
999	
001	
005	CANENCIA
015	EL LAMO
023	FLORIDA
029	LAS LAJUELAS
037	PENINHUEQUE
043	PUENTE SIETE
044	QUEBRADA DE RIFFO
048	QUITRILEO
052	SAN ANTONIO
054	SAN JUAN
901	INDETERMINADA
001	
001	ALTO DEL ROSARIO
023	FLORIDA
035	PAREDONES
036	PASO AMARILLO
040	PORVENIR
041	PROVOQUI
057	TALCA
058	TALCAM
901	INDETERMINADA
004	CANCHA LOS MONTERO
007	CEBADILLA
012	COPIULEMU
017	EL MANZANO
019	EL PARRN
028	LA PAZ
045	QUEBRADA ULLOA
050	RINCONADA DE CAIPO
053	SAN ANTONIO DE DADI
055	SAN RAMN
901	INDETERMINADA
008	CHAIMVIDA
009	CHAUQUELY
012	COPIULEMU
014	CURAPALIHUE
017	EL MANZANO
027	KILMETRO TREINTA
030	LAS TOSCAS
042	PUENTE SEIS
043	PUENTE SIETE
047	QUILLAIMVIDA
062	VILLAMVIDA
901	INDETERMINADA
003	BODEGA
010	CHEQUN
020	EL QUILLAY
025	JUAN CHICO
026	KILMETRO CUARENTA
027	KILMETRO TREINTA
029	LAS LAJUELAS
031	LLUVICO
032	LORUCO
034	PALOU
039	PON
043	PUENTE SIETE
051	ROA
054	SAN JUAN
056	SAN SEBASTIN DE MANCO
059	TALERMO
060	TRECACURA
901	INDETERMINADA
001	ALTO DEL ROSARIO
002	BARROS NEGROS
003	BODEGA
013	CRUCERO DE GUARO
016	EL CARMEN
018	EL MILAGRO
024	GRANERILLOS
033	LOS MAYOS
035	PAREDONES
036	PASO AMARILLO
049	RAHUIL
051	ROA
056	SAN SEBASTIN DE MANCO
060	TRECACURA
901	INDETERMINADA
999	
001	
002	
003	
004	
009	CERRO ALTO
014	EL GUILA
028	LAS TOTORITAS
034	MAQUEUTO
001	
024	LA CUESTA
025	LA LEONERA
034	MAQUEUTO
038	OMER HUET
044	REDOLINO
901	INDETERMINADA
001	AGUA CORTA
003	AGUA LARGA
009	CERRO ALTO
034	MAQUEUTO
039	PICHACO
901	INDETERMINADA
001	AGUA CORTA
003	AGUA LARGA
005	BARRANCAS JUNTAS
007	CAMINO SAN ONOFRE
023	LA CALLE
031	LO VARGAS
036	MILLAHUE
047	SANTA LASTENIA
050	TOQUIGUA
015	EL MAITN
021	HUIDANQUI
036	MILLAHUE
042	QUILLAIMVIDA
901	INDETERMINADA
005	BARRANCAS JUNTAS
017	EL ROBLE
037	MIRADOR CHICO
901	INDETERMINADA
004	ATEUCO
019	GOMERO LA AGUADA
023	LA CALLE
048	SANTO DOMINGO
053	VEGAS DE DIUCA
901	INDETERMINADA
001	
006	CAMINO A UNIHUE
010	CHANCO
018	GOMERO
026	LA PALMA
048	SANTO DOMINGO
051	UNIHUE
901	INDETERMINADA
008	CENTINELA
012	CHILLANCITO
035	MAREUCHO
041	QUILACOYA
043	RANGUEL
901	INDETERMINADA
001	
002	
007	CAMINO SAN ONOFRE
023	LA CALLE
030	LLEPINHUE
040	PLACILLA
046	SAN ONOFRE
999	
001	
002	
003	
004	
005	
001	
002	
001	
002	
001	
002	
003	
001	
901	INDETERMINADA
001	CHIVILINGO
901	INDETERMINADA
999	
001	
002	
003	
001	
002	
003	
004	
005	
001	
002	
003	
002	CIENAGUILLAS
004	DICHOCO
005	EL CABRITO
006	LAGUNILLAS
009	LOS VARONES
014	PRIMER AGUA
901	INDETERMINADA
001	AGUA AMARILLA
008	LAS PATAGUAS
009	LOS VARONES
011	PALO HUECO
014	PRIMER AGUA
001	
901	INDETERMINADA
001	
002	
901	INDETERMINADA
999	
001	
002	
003	
004	
005	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
011	
012	
013	
001	
002	
003	
004	
001	
002	
003	
004	
005	
006	
001	
002	
003	
004	
005	
006	
007	
008	
009	
001	LOMAS COLORADAS
002	LOS PINARES
999	
001	
002	
003	
002	BUENOS AIRES
009	CURAL
027	RALQUICURA
029	SANTA JUANA
033	UNIHUE
901	INDETERMINADA
012	GUALLEREHUE
017	LOS MORROS
023	PELN
032	TRICAUCO
005	CHIVICURA
007	COLICO BAJO
030	TANAHULLN
001	BALSEADERO
010	CURAMVIDA
014	LA HUERTA
030	TANAHULLN
031	TORRE DORADA
004	CHACAY
006	COLICO ALTO
007	COLICO BAJO
008	COLICO CENTRO
015	LAS CORRIENTES
024	PODUCO ALTO
030	TANAHULLN
009	CURAL
025	PODUCO BAJO
026	PURGATORIO
004	CHACAY
024	PODUCO ALTO
026	PURGATORIO
028	SAN JERNIMO
003	CABRERA
011	ESPIGADO
013	LA GENERALA
016	LOS CRUCEROS
018	LOS QUIQUES
901	INDETERMINADA
009	CURAL
012	GUALLEREHUE
017	LOS MORROS
021	PAPAL
035	VAQUERA
006	COLICO ALTO
015	LAS CORRIENTES
020	PALIHUE
999	
001	
001	
001	
002	
001	
001	
002	
001	
002	
003	
901	INDETERMINADA
004	ISLA QUIRIQUINA
001	
002	
003	
004	
005	
006	
007	
001	
002	
001	
003	
004	
001	
002	
003	
004	
001	
002	
003	
004	
005	
001	
001	
002	
003	
004	
005	
006	
007	
008	
009	
010	
011	
002	CARRIEL
001	
001	
002	
003	
001	
002	
003	
004	
999	
001	
002	
003	
021	LOMA ALTA
028	NACHUR
001	
002	
003	
004	
015	EL ESTERO
019	LAS QUILAS
023	LOS QUILLAYES
024	MADESAL
025	MENQUE
045	VEGUILLAS
901	INDETERMINADA
001	
002	
003	
004	
005	
006	
901	INDETERMINADA
006	COLIUMO
022	LOS MORROS
001	
002	
003	
024	MADESAL
025	MENQUE
002	BURCA
004	CHUPALLAR
027	MIRADOR
031	PUD
901	INDETERMINADA
001	
003	CHILLANCITO
018	LA LEONERA
023	LOS QUILLAYES
028	NACHUR
030	PISSIS
034	RAFAEL
035	RINCO
038	SAN CARLITOS
039	SAN FRANCISCO
001	
007	CONUCO
009	CULENCO
020	LLOICURA
026	MILLAHUE
034	RAFAEL
036	ROA
042	SANTA LUCA
005	CIENAGUILLAS
010	CURACO
014	EL ESPINO
026	MILLAHUE
035	RINCO
036	ROA
037	SAN ANTONIO
901	INDETERMINADA
001	
008	CORONEY
014	EL ESPINO
028	NACHUR
029	PEAMAR
038	SAN CARLITOS
041	SAN LUIS
001	
002	
001	BELLAVISTA
032	PUNTA DE PARRA
040	SAN JOS
999	
001	
002	
003	
004	
005	
006	
001	CHOME
002	HUALPN
003	LENGA
004	RAMUNTCHO
001	
002	
003	
004	
005	
006	
001	
002	
001	
002	
003	
004	
005	
001	
002	
003	
004	
005	
006	
007	
001	
002	
003	
004	
999	
001	
002	
016	LEBU
001	
002	
010	EL TIQUE
018	MILLANECO
024	RNQUIL
901	INDETERMINADA
002	CHICHACO
022	QUIAPO
027	TRENTRN
030	VILLARRICA
005	CUPAO
017	LOS CAMBUCHOS
028	VEGAS DE LEBU
901	INDETERMINADA
001	
007	CURIC
020	PANGUILEMU
901	INDETERMINADA
001	
001	CATRIBOLI
004	COLHUE
019	MORGUILLA
020	PANGUILEMU
023	QUINAHUE
025	RUCARAQUI
031	YENECO
001	
006	CURACO
008	EL DIEZMO
014	LAS QUINTAS
901	INDETERMINADA
011	ISLA MOCHA
001	
002	
012	LA FORTUNA
999	
001	
016	LARAQUETE
001	
005	CARAMPANGUE
009	CHILLANCITO
014	HORCONES
001	
017	LAS CORRIENTES
026	PICHILO
031	RAMADILLAS
001	
002	
003	
004	
003	ARAUCO
007	CERRO COLORADO
012	EL MEMBRILLO
015	LA GUINGA
025	NINE
034	SAN ANTONIO
901	INDETERMINADA
001	
008	CHEECO
010	CURAQUILLA
018	LAS PEAS
019	LAS PUENTES
022	LOS ANCOS
023	LOS PATOS
024	MENURAL
025	NINE
032	RAQUI
006	CARIPILN
011	EL LINGUE
019	LAS PUENTES
032	RAQUI
001	AGUAPI
032	RAQUI
035	TUBUL
001	AGUAPI
013	EL PIURE
020	LLICO
028	PUNTA LAVAPI
033	RUMENA
002	ANGUILLAS
021	LOCOBE
029	QUIAPO
030	QUIDICO
999	
001	
002	
003	
004	
005	
024	LAS MISIONES
030	LONCONAO
043	SANTA LUISA
001	
006	CAILLN
015	EL REPOSO
039	REPUTO
041	SAN ANTONIO
006	CAILLN
008	CARAMVIDA
016	EPUMALLN
020	HUILLINCO
022	LA GRANJA
038	QUELENQUELN
901	INDETERMINADA
901	INDETERMINADA
005	BUTAMALAL BAJO
013	EL DESCANSO
901	INDETERMINADA
005	BUTAMALAL BAJO
009	CAYUCUPIL
037	PUCHACAY
040	RUCAIRRE
045	TRES SAUCES
901	INDETERMINADA
018	HUECHICURA
021	HUILQUEHUE
033	PELECO
039	REPUTO
042	SANTA NGELA
026	LENCN-BOLDO
029	LLONCAO
031	PAICAV
032	PANGUECO
036	PONOTRO
901	INDETERMINADA
001	
011	CUYIMPALIHUE
020	HUILLINCO
027	LLENQUEHUE
046	TUCAPEL
047	TUCAPEL ALTO
017	GUAPE
019	HUENTELOLN
023	LANALHUE
044	TRANGUILVORO
035	POCUNO
044	TRANGUILVORO
001	ALTO ANTIQUINA
002	ALTO LAUTARO ANTIQUINA
003	ANTIQUINA
010	COIHUECO
025	LAUTARO ANTIQUINA
028	LLEU LLEU
035	POCUNO
999	
001	
001	BUCHOCO
010	EL LMITE
012	EL PERAL
014	ESTACIN
023	LICAHUE
035	PUERTO CONTULMO
901	INDETERMINADA
003	CHACRAS BUENAS
005	CHANQUN
007	COIHUECO
020	HUILLINCO
029	MELINCHIQUE
033	PICHIHUILLINCO
901	INDETERMINADA
015	GRANO DE TRIGO
017	HUALLEPN ALTO
018	HUALLEPN BAJO
019	HUIDE
028	MAHUILQUE BAJO
037	TRICAUCO
901	INDETERMINADA
002	CALEBU
011	EL NATRE
013	ELICURA
022	LANALHUE
026	LOTE B
031	PAILLAHUE
034	PROVOQUE
036	TRES MARAS
901	INDETERMINADA
001	
002	
003	
016	LAS PLEGARIAS
027	TRONGOL ALTO
028	TRONGOL BAJO
901	INDETERMINADA
001	
005	CURANILAHUE
023	PICHIARAUCO
008	EL GUACHO
010	EL GUINDO
011	EL MANZANO
014	LA COLCHA
026	SAN JOS DE COLICO
901	INDETERMINADA
001	
002	
003	
004	
901	INDETERMINADA
003	COLICO NORTE
901	INDETERMINADA
001	BAJO LOS ROS
018	LOS CRUCEROS
901	INDETERMINADA
009	EL GUAPE
027	TRONGOL ALTO
901	INDETERMINADA
001	
002	
012	EL TESORO
